Date,NIFTYFIFTY,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATACONSUM,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2020-06-15,9813.7000000000007,339.75,1618.2,389.60000000000002,2728.5500000000002,2351.4000000000001,5103.6000000000004,361,550.70000000000005,3357.1999999999998,643.64999999999998,132.09999999999999,2335.0500000000002,4012.3000000000002,1648.1949999999999,581.89999999999998,578.95000000000005,949.85000000000002,499.89999999999998,2348.1500000000001,145.80000000000001,2084.3000000000002,1751.6500000000001,331.10000000000002,187.19999999999999,86.200000000000003,490.55000000000001,687.54999999999995,183.75,1248.9000000000001,899.89999999999998,508.14999999999998,5475.75,93.200000000000003,16400.299999999999,84.099999999999994,163.25,1614.55,745.29999999999995,22117.25,173.69999999999999,485.80000000000001,2029.9000000000001,370,100.5,306.19999999999999,548.79999999999995,948.39999999999998,405,3744.8000000000002,213.80000000000001
2020-06-16,9914,340.80000000000001,1621.7,381.55000000000001,2718.4499999999998,2365,5128.3000000000002,359.75,544.89999999999998,3345.3499999999999,637.79999999999995,131.15000000000001,2320.3499999999999,4005.4499999999998,1670.905,589.10000000000002,580.89999999999998,990.39999999999998,505.69999999999999,2395.9499999999998,150.09999999999999,2076.3499999999999,1821.9000000000001,342.94999999999999,185,84.849999999999994,481.80000000000001,701.20000000000005,190.05000000000001,1276.8,895.04999999999995,506.75,5502.1999999999998,92.799999999999997,16342.1,83.900000000000006,162.69999999999999,1617.7,764.10000000000002,22111.299999999999,172.90000000000001,483.39999999999998,2045.8,369.05000000000001,94.75,308.94999999999999,533.29999999999995,958.04999999999995,414.25,3779.9499999999998,212.40000000000001
2020-06-17,9881.1499999999996,341.30000000000001,1595.4000000000001,389.60000000000002,2689.4499999999998,2396,5036.9499999999998,364.60000000000002,563.45000000000005,3401.4499999999998,640.35000000000002,129.44999999999999,2300.0999999999999,3985.1999999999998,1679.6849999999999,583.85000000000002,575.85000000000002,979.25,500.39999999999998,2363.3000000000002,148,2078.25,1794.6500000000001,341.94999999999999,181.19999999999999,84.349999999999994,491.14999999999998,703.64999999999998,191.84999999999999,1243.8,884.79999999999995,497.60000000000002,5726.1999999999998,91.5,16198.15,84.200000000000003,159.5,1615.3499999999999,772.04999999999995,21635.400000000001,172.94999999999999,485.64999999999998,2047.8,369.60000000000002,95.400000000000006,308.19999999999999,535.54999999999995,963,420.80000000000001,3809.1999999999998,217.80000000000001
2020-06-18,10091.65,343.80000000000001,1597.8,405.39999999999998,2678.3499999999999,2525.9499999999998,5427.5500000000002,370.25,560.89999999999998,3404.25,642.04999999999995,137.59999999999999,2310.4499999999998,4007,1711.605,598.10000000000002,578.95000000000005,1019.95,515.95000000000005,2364.9499999999998,150.80000000000001,2065.3499999999999,1855.95,352,186.59999999999999,84.849999999999994,499.19999999999999,713.89999999999998,193.40000000000001,1303.3499999999999,896.64999999999998,506.60000000000002,5714.3999999999996,92.700000000000003,16178.950000000001,83.599999999999994,165.44999999999999,1655.9000000000001,771.60000000000002,21866.099999999999,179.65000000000001,484.25,2038.0999999999999,372.14999999999998,96.349999999999994,318.10000000000002,535.89999999999998,976,427.89999999999998,3844.25,218.15000000000001
2020-06-19,10244.4,348.89999999999998,1622.5,417.05000000000001,2674.3499999999999,2698.5999999999999,5899.8000000000002,380.55000000000001,572.5,3438.5500000000002,636.20000000000005,137.25,2304.75,4005.5999999999999,1734.9349999999999,601.25,569.60000000000002,1033.3499999999999,521.10000000000002,2355.8499999999999,151.05000000000001,2092.75,1835.0999999999999,363.80000000000001,184.05000000000001,85.299999999999997,483.64999999999998,705.54999999999995,194.30000000000001,1302.5,898.20000000000005,500.05000000000001,5897.3500000000004,93,16094.85,85.75,171.40000000000001,1759.4000000000001,775.85000000000002,21678.950000000001,184.5,488.10000000000002,2044.5999999999999,377.30000000000001,102.5,320.55000000000001,538.85000000000002,975.85000000000002,436.89999999999998,3836.3499999999999,222.05000000000001
2020-06-22,10311.200000000001,349.60000000000002,1652.1500000000001,430.14999999999998,2855.75,2840.3000000000002,6183.5500000000002,385.14999999999998,581.04999999999995,3421.1999999999998,655.95000000000005,143.65000000000001,2349.25,4032.8499999999999,1758.895,617.60000000000002,569.60000000000002,1028.75,520.39999999999998,2412.5999999999999,150.09999999999999,2100.8000000000002,1819.4000000000001,367.55000000000001,185,88.049999999999997,489.89999999999998,703.70000000000005,197.94999999999999,1355.3499999999999,907.45000000000005,498.75,5896,95.299999999999997,16140.799999999999,84.849999999999994,178.59999999999999,1746.1500000000001,777.95000000000005,22017.599999999999,187.69999999999999,493.19999999999999,2027.95,381.10000000000002,102.65000000000001,325.69999999999999,548.5,979.5,446.19999999999999,3825.25,218.05000000000001
2020-06-23,10471,355.64999999999998,1683.9000000000001,443.64999999999998,2862.1500000000001,3025.5,6319.6499999999996,392,578.79999999999995,3467.0500000000002,659.79999999999995,143.84999999999999,2380.0500000000002,4108.8500000000004,1789.115,622.35000000000002,580.25,1042.3,537.04999999999995,2418.8499999999999,158.34999999999999,2155.9499999999998,1838.0999999999999,376.14999999999998,185.84999999999999,89.349999999999994,520.39999999999998,720.64999999999998,201.65000000000001,1389.9000000000001,967.60000000000002,516.39999999999998,5886.5,100.75,16548.450000000001,85.650000000000006,187.44999999999999,1720.9000000000001,796.64999999999998,22756.25,192.44999999999999,500.44999999999999,2035.3,390.85000000000002,104.40000000000001,332,558.79999999999995,999.25,463.10000000000002,3942.8000000000002,220.59999999999999
2020-06-24,10305.299999999999,351.85000000000002,1747.25,424.64999999999998,2817.25,2934.4499999999998,6046.0500000000002,378.55000000000001,557.35000000000002,3446.4000000000001,631.20000000000005,141.55000000000001,2341.3499999999999,4042.6500000000001,1843.6849999999999,613.64999999999998,559.60000000000002,1032.5,527.25,2493.8000000000002,151.40000000000001,2130.3000000000002,1797.75,348.10000000000002,191.84999999999999,87.099999999999994,481.69999999999999,714.14999999999998,193.90000000000001,1343.9000000000001,955.54999999999995,515.35000000000002,5755.3500000000004,97.049999999999997,16707.950000000001,83.099999999999994,178.5,1727.8499999999999,780.75,22566.25,184.59999999999999,484.39999999999998,2042.2,383.10000000000002,104.8,326.05000000000001,560.95000000000005,988.20000000000005,444.94999999999999,3821.5999999999999,218.19999999999999
2020-06-25,10288.9,344,1689,421.69999999999999,2820.4499999999998,3005.3499999999999,6021.1499999999996,370.25,559,3450.4000000000001,634.89999999999998,140.40000000000001,2330.4499999999998,4006.5999999999999,1809.0699999999999,607.45000000000005,550.04999999999995,1028.75,538.39999999999998,2559.6999999999998,146.59999999999999,2173.1500000000001,1777.8,351,202.09999999999999,85.049999999999997,475.14999999999998,700.5,193.55000000000001,1381.7,943.10000000000002,507.25,5762.3000000000002,96.099999999999994,16787,81.599999999999994,179.34999999999999,1717.9000000000001,786.25,22068.799999999999,185.25,487.64999999999998,2016.0999999999999,384,103.8,323.10000000000002,554.14999999999998,977.60000000000002,442.89999999999998,3802.3499999999999,218.19999999999999
2020-06-26,10383,343.19999999999999,1686.75,424.85000000000002,2867.5999999999999,2903.5,5946.3000000000002,393.64999999999998,560.39999999999998,3456.4000000000001,634.89999999999998,142.09999999999999,2350.75,3998.5999999999999,1847.3399999999999,616.14999999999998,562.39999999999998,1056.45,541.89999999999998,2540.4499999999998,151.05000000000001,2154.1999999999998,1769.3499999999999,349.10000000000002,195.19999999999999,89.150000000000006,492.55000000000001,748.20000000000005,192.65000000000001,1340.0999999999999,962.20000000000005,501.39999999999998,5754.8999999999996,97,16677.5,84.150000000000006,179.19999999999999,1741.6500000000001,784.35000000000002,22523.849999999999,184.59999999999999,479.94999999999999,2118.8499999999999,385.64999999999998,101.40000000000001,323.85000000000002,560.85000000000002,966.20000000000005,440.25,3860.5999999999999,225.44999999999999
2020-06-29,10312.4,342.64999999999998,1691.95,404.80000000000001,2859.5,2857.9499999999998,5890.1999999999998,383.35000000000002,567.10000000000002,3519.25,644.89999999999998,134.84999999999999,2316.5999999999999,3973.8499999999999,1811.3499999999999,619.25,553.70000000000005,1076.05,537.20000000000005,2504.0500000000002,145.84999999999999,2182.9499999999998,1741.1500000000001,343.10000000000002,197.25,87.099999999999994,480,731.75,190.69999999999999,1355.6500000000001,936.60000000000002,507.44999999999999,5678.6999999999998,94.900000000000006,16724.849999999999,82.400000000000006,178.25,1723.1500000000001,786.79999999999995,22341.950000000001,179.25,482,2101.6500000000001,386.55000000000001,99.450000000000003,320.85000000000002,541.54999999999995,957.45000000000005,431.89999999999998,3807,219.69999999999999
2020-06-30,10302.1,343.89999999999998,1687.45,406.64999999999998,2826.0500000000002,2831,5845.1499999999996,374,559.85000000000002,3603.8000000000002,640.25,132.84999999999999,2278.9000000000001,3944.9499999999998,1833.4300000000001,619.70000000000005,556.85000000000002,1065.8499999999999,549,2546.9499999999998,146.19999999999999,2180,1754.6500000000001,351.44999999999999,194.65000000000001,85.349999999999994,474.80000000000001,735.95000000000005,189.34999999999999,1360.45,943.64999999999998,510.69999999999999,5838.3000000000002,95.799999999999997,17174.450000000001,81.349999999999994,174.84999999999999,1704.0999999999999,806.45000000000005,23051.049999999999,178.44999999999999,472.94999999999999,2082.1500000000001,387.44999999999999,98.25,326.69999999999999,543.39999999999998,949.85000000000002,425.19999999999999,3893.5500000000002,219.65000000000001
2020-07-01,10430.049999999999,343.80000000000001,1688,433.25,2842.0500000000002,2953.9000000000001,6169.3500000000004,380.14999999999998,560.14999999999998,3545.9499999999998,627.10000000000002,133.84999999999999,2241.25,3911.4499999999998,1840.1949999999999,614.35000000000002,551.75,1084.5999999999999,549.64999999999998,2547.4499999999998,147.55000000000001,2170.4000000000001,1835.1500000000001,364.05000000000001,202.90000000000001,85.650000000000006,492.44999999999999,731.89999999999998,191.44999999999999,1356.75,924.29999999999995,498.94999999999999,5803.1000000000004,93.599999999999994,16798.849999999999,80.450000000000003,173.44999999999999,1737.5999999999999,805.25,22663.5,184.80000000000001,468.14999999999998,2092.0500000000002,384.5,100.75,323.69999999999999,545.89999999999998,948.20000000000005,446.94999999999999,3898.5999999999999,219.05000000000001
2020-07-02,10551.700000000001,346.80000000000001,1686.45,423.19999999999999,2879.3499999999999,2964.25,6188.8000000000002,383.5,558.45000000000005,3535.0999999999999,646.20000000000005,133.59999999999999,2196.6500000000001,3920.5500000000002,1835.3599999999999,617.95000000000005,569.20000000000005,1089.4000000000001,547.95000000000005,2671.4000000000001,147.75,2151.75,1889.45,362.85000000000002,205.84999999999999,88.349999999999994,494.80000000000001,756.60000000000002,194.44999999999999,1352,941.29999999999995,529.70000000000005,5948.4499999999998,93.400000000000006,16789.349999999999,81.849999999999994,175.09999999999999,1760.3499999999999,814.04999999999995,22762.849999999999,185.44999999999999,473,2157.1500000000001,390.80000000000001,101.55,334.89999999999998,560.85000000000002,986.39999999999998,442.44999999999999,3914.9499999999998,224.19999999999999
